,Month,City,Continent,Breakfast_Basket_USD
724,2026-02,Guadalajara,North America,9.86
725,2026-03,Guadalajara,North America,9.76
726,2025-10,Guadalajara,North America,9.25
727,2025-11,Guadalajara,North America,9.62
728,2025-12,Guadalajara,North America,9.59
729,2026-01,Guadalajara,North America,9.53
730,2026-02,Guadalajara,North America,9.86
731,2026-03,Guadalajara,North America,9.76
732,2025-10,Guadalajara,North America,9.25
733,2025-11,Guadalajara,North America,9.62
734,2025-12,Guadalajara,North America,9.59
735,2026-01,Guadalajara,North America,9.53
736,2026-02,Guadalajara,North America,9.86
737,2026-03,Guadalajara,North America,9.76
738,2025-10,Guadalajara,North America,9.25
739,2025-11,Guadalajara,North America,9.62
740,2025-12,Guadalajara,North America,9.59
741,2026-01,Guadalajara,North America,9.53
742,2026-02,Guadalajara,North America,9.86
743,2026-03,Guadalajara,North America,9.76
744,2025-10,Guadalajara,North America,9.25
745,2025-11,Guadalajara,North America,9.62
746,2025-12,Guadalajara,North America,9.59
747,2026-01,Guadalajara,North America,9.53
748,2026-02,Guadalajara,North America,9.86
749,2026-03,Guadalajara,North America,9.76
750,2025-10,Guadalajara,North America,9.25
751,2025-11,Guadalajara,North America,9.62
752,2025-12,Guadalajara,North America,9.59
753,2026-01,Guadalajara,North America,9.53
754,2026-02,Guadalajara,North America,9.86
755,2026-03,Guadalajara,North America,9.76
756,2025-10,London,Europe,11.31
757,2025-11,London,Europe,11.24
758,2025-12,London,Europe,11.27
759,2026-01,London,Europe,11.0
760,2026-02,London,Europe,11.36
761,2026-03,London,Europe,11.4
762,2025-10,London,Europe,11.31
763,2025-11,London,Europe,11.24
764,2025-12,London,Europe,11.27
765,2026-01,London,Europe,11.0
766,2026-02,London,Europe,11.36
767,2026-03,London,Europe,11.4
768,2025-10,London,Europe,11.31
769,2025-11,London,Europe,11.24
770,2025-12,London,Europe,11.27
771,2026-01,London,Europe,11.0
772,2026-02,London,Europe,11.36
773,2026-03,London,Europe,11.4
774,2025-10,London,Europe,11.31
775,2025-11,London,Europe,11.24
776,2025-12,London,Europe,11.27
777,2026-01,London,Europe,11.0
778,2026-02,London,Europe,11.36
779,2026-03,London,Europe,11.4
780,2025-10,London,Europe,11.31
781,2025-11,London,Europe,11.24
782,2025-12,London,Europe,11.27
783,2026-01,London,Europe,11.0
784,2026-02,London,Europe,11.36
785,2026-03,London,Europe,11.4
786,2025-10,London,Europe,11.31
787,2025-11,London,Europe,11.24
788,2025-12,London,Europe,11.27
789,2026-01,London,Europe,11.0
790,2026-02,London,Europe,11.36
791,2026-03,London,Europe,11.4
792,2025-10,London,Europe,11.31
793,2025-11,London,Europe,11.24
794,2025-12,London,Europe,11.27
795,2026-01,London,Europe,11.0
796,2026-02,London,Europe,11.36
797,2026-03,London,Europe,11.4
798,2025-10,London,Europe,11.31
799,2025-11,London,Europe,11.24
800,2025-12,London,Europe,11.27
801,2026-01,London,Europe,11.0
802,2026-02,London,Europe,11.36
803,2026-03,London,Europe,11.4
804,2025-10,London,Europe,11.31
805,2025-11,London,Europe,11.24
806,2025-12,London,Europe,11.27
807,2026-01,London,Europe,11.0
808,2026-02,London,Europe,11.36
809,2026-03,London,Europe,11.4
810,2025-10,London,Europe,11.31
811,2025-11,London,Europe,11.24
812,2025-12,London,Europe,11.27
813,2026-01,London,Europe,11.0
814,2026-02,London,Europe,11.36
815,2026-03,London,Europe,11.4
816,2025-10,London,Europe,11.31
817,2025-11,London,Europe,11.24
818,2025-12,London,Europe,11.27
819,2026-01,London,Europe,11.0
820,2026-02,London,Europe,11.36
821,2026-03,London,Europe,11.4
822,2025-10,London,Europe,11.31
823,2025-11,London,Europe,11.24
824,2025-12,London,Europe,11.27
825,2026-01,London,Europe,11.0
826,2026-02,London,Europe,11.36
827,2026-03,London,Europe,11.4
828,2025-10,London,Europe,11.31
829,2025-11,London,Europe,11.24
830,2025-12,London,Europe,11.27
831,2026-01,London,Europe,11.0
832,2026-02,London,Europe,11.36
833,2026-03,London,Europe,11.4
834,2025-10,London,Europe,11.31
835,2025-11,London,Europe,11.24
836,2025-12,London,Europe,11.27
837,2026-01,London,Europe,11.0
838,2026-02,London,Europe,11.36
839,2026-03,London,Europe,11.4
840,2025-10,Manchester,Europe,10.21
841,2025-11,Manchester,Europe,10.44
842,2025-12,Manchester,Europe,10.65
843,2026-01,Manchester,Europe,10.31
844,2026-02,Manchester,Europe,10.58
845,2026-03,Manchester,Europe,10.56
846,2025-10,Manchester,Europe,10.21
847,2025-11,Manchester,Europe,10.44
848,2025-12,Manchester,Europe,10.65
849,2026-01,Manchester,Europe,10.31
850,2026-02,Manchester,Europe,10.58
851,2026-03,Manchester,Europe,10.56
852,2025-10,Manchester,Europe,10.21
853,2025-11,Manchester,Europe,10.44
854,2025-12,Manchester,Europe,10.65
855,2026-01,Manchester,Europe,10.31
856,2026-02,Manchester,Europe,10.58
857,2026-03,Manchester,Europe,10.56
858,2025-10,Manchester,Europe,10.21
859,2025-11,Manchester,Europe,10.44
860,2025-12,Manchester,Europe,10.65
861,2026-01,Manchester,Europe,10.31
862,2026-02,Manchester,Europe,10.58
863,2026-03,Manchester,Europe,10.56
864,2025-10,Manchester,Europe,10.21
865,2025-11,Manchester,Europe,10.44
866,2025-12,Manchester,Europe,10.65
867,2026-01,Manchester,Europe,10.31
868,2026-02,Manchester,Europe,10.58
869,2026-03,Manchester,Europe,10.56
870,2025-10,Manchester,Europe,10.21
871,2025-11,Manchester,Europe,10.44
872,2025-12,Manchester,Europe,10.65
873,2026-01,Manchester,Europe,10.31
874,2026-02,Manchester,Europe,10.58
875,2026-03,Manchester,Europe,10.56
876,2025-10,Manchester,Europe,10.21
877,2025-11,Manchester,Europe,10.44
878,2025-12,Manchester,Europe,10.65
879,2026-01,Manchester,Europe,10.31
880,2026-02,Manchester,Europe,10.58
881,2026-03,Manchester,Europe,10.56
882,2025-10,Manchester,Europe,10.21
883,2025-11,Manchester,Europe,10.44
884,2025-12,Manchester,Europe,10.65
885,2026-01,Manchester,Europe,10.31
886,2026-02,Manchester,Europe,10.58
887,2026-03,Manchester,Europe,10.56
888,2025-10,Manchester,Europe,10.21
889,2025-11,Manchester,Europe,10.44
890,2025-12,Manchester,Europe,10.65
891,2026-01,Manchester,Europe,10.31
892,2026-02,Manchester,Europe,10.58
893,2026-03,Manchester,Europe,10.56
894,2025-10,Manchester,Europe,10.21
895,2025-11,Manchester,Europe,10.44
896,2025-12,Manchester,Europe,10.65
897,2026-01,Manchester,Europe,10.31
898,2026-02,Manchester,Europe,10.58
899,2026-03,Manchester,Europe,10.56
900,2025-10,Manchester,Europe,10.21
901,2025-11,Manchester,Europe,10.44
902,2025-12,Manchester,Europe,10.65
903,2026-01,Manchester,Europe,10.31
904,2026-02,Manchester,Europe,10.58
905,2026-03,Manchester,Europe,10.56
906,2025-10,Manchester,Europe,10.21
907,2025-11,Manchester,Europe,10.44
908,2025-12,Manchester,Europe,10.65
909,2026-01,Manchester,Europe,10.31
910,2026-02,Manchester,Europe,10.58
911,2026-03,Manchester,Europe,10.56
912,2025-10,Manchester,Europe,10.21
913,2025-11,Manchester,Europe,10.44
914,2025-12,Manchester,Europe,10.65
915,2026-01,Manchester,Europe,10.31
916,2026-02,Manchester,Europe,10.58
917,2026-03,Manchester,Europe,10.56
918,2025-10,Manchester,Europe,10.21
919,2025-11,Manchester,Europe,10.44
920,2025-12,Manchester,Europe,10.65
921,2026-01,Manchester,Europe,10.31
922,2026-02,Manchester,Europe,10.58
923,2026-03,Manchester,Europe,10.56
924,2025-10,Paris,Europe,11.13
925,2025-11,Paris,Europe,11.33
926,2025-12,Paris,Europe,11.32
927,2026-01,Paris,Europe,11.26
928,2026-02,Paris,Europe,11.5
929,2026-03,Paris,Europe,11.45
930,2025-10,Paris,Europe,11.13
931,2025-11,Paris,Europe,11.33
932,2025-12,Paris,Europe,11.32
933,2026-01,Paris,Europe,11.26
934,2026-02,Paris,Europe,11.5
935,2026-03,Paris,Europe,11.45
936,2025-10,Paris,Europe,11.13
937,2025-11,Paris,Europe,11.33
938,2025-12,Paris,Europe,11.32
939,2026-01,Paris,Europe,11.26
940,2026-02,Paris,Europe,11.5
941,2026-03,Paris,Europe,11.45
942,2025-10,Paris,Europe,11.13
943,2025-11,Paris,Europe,11.33
944,2025-12,Paris,Europe,11.32
945,2026-01,Paris,Europe,11.26
946,2026-02,Paris,Europe,11.5
947,2026-03,Paris,Europe,11.45
948,2025-10,Paris,Europe,11.13
949,2025-11,Paris,Europe,11.33
950,2025-12,Paris,Europe,11.32
951,2026-01,Paris,Europe,11.26
952,2026-02,Paris,Europe,11.5
953,2026-03,Paris,Europe,11.45
954,2025-10,Paris,Europe,11.13
955,2025-11,Paris,Europe,11.33
956,2025-12,Paris,Europe,11.32
957,2026-01,Paris,Europe,11.26
958,2026-02,Paris,Europe,11.5
959,2026-03,Paris,Europe,11.45
960,2025-10,Paris,Europe,11.13
961,2025-11,Paris,Europe,11.33
962,2025-12,Paris,Europe,11.32
963,2026-01,Paris,Europe,11.26
964,2026-02,Paris,Europe,11.5
965,2026-03,Paris,Europe,11.45
966,2025-10,Paris,Europe,11.13
967,2025-11,Paris,Europe,11.33
968,2025-12,Paris,Europe,11.32
969,2026-01,Paris,Europe,11.26
970,2026-02,Paris,Europe,11.5
971,2026-03,Paris,Europe,11.45
972,2025-10,Paris,Europe,11.13
973,2025-11,Paris,Europe,11.33
974,2025-12,Paris,Europe,11.32
975,2026-01,Paris,Europe,11.26
976,2026-02,Paris,Europe,11.5
977,2026-03,Paris,Europe,11.45
978,2025-10,Paris,Europe,11.13
979,2025-11,Paris,Europe,11.33
980,2025-12,Paris,Europe,11.32
981,2026-01,Paris,Europe,11.26
982,2026-02,Paris,Europe,11.5
983,2026-03,Paris,Europe,11.45
984,2025-10,Paris,Europe,11.13
985,2025-11,Paris,Europe,11.33
986,2025-12,Paris,Europe,11.32
987,2026-01,Paris,Europe,11.26
988,2026-02,Paris,Europe,11.5
989,2026-03,Paris,Europe,11.45
990,2025-10,Paris,Europe,11.13
991,2025-11,Paris,Europe,11.33
992,2025-12,Paris,Europe,11.32
993,2026-01,Paris,Europe,11.26
994,2026-02,Paris,Europe,11.5
995,2026-03,Paris,Europe,11.45
996,2025-10,Paris,Europe,11.13
997,2025-11,Paris,Europe,11.33
998,2025-12,Paris,Europe,11.32
999,2026-01,Paris,Europe,11.26
1000,2026-02,Paris,Europe,11.5
1001,2026-03,Paris,Europe,11.45
1002,2025-10,Paris,Europe,11.13
1003,2025-11,Paris,Europe,11.33
1004,2025-12,Paris,Europe,11.32
1005,2026-01,Paris,Europe,11.26
1006,2026-02,Paris,Europe,11.5
1007,2026-03,Paris,Europe,11.45
1008,2025-10,Lyon,Europe,10.49
1009,2025-11,Lyon,Europe,10.31
1010,2025-12,Lyon,Europe,10.62
1011,2026-01,Lyon,Europe,10.51
1012,2026-02,Lyon,Europe,10.65
1013,2026-03,Lyon,Europe,10.63
1014,2025-10,Lyon,Europe,10.49
1015,2025-11,Lyon,Europe,10.31
1016,2025-12,Lyon,Europe,10.62
1017,2026-01,Lyon,Europe,10.51
1018,2026-02,Lyon,Europe,10.65
1019,2026-03,Lyon,Europe,10.63
1020,2025-10,Lyon,Europe,10.49
1021,2025-11,Lyon,Europe,10.31
1022,2025-12,Lyon,Europe,10.62
1023,2026-01,Lyon,Europe,10.51
1024,2026-02,Lyon,Europe,10.65
1025,2026-03,Lyon,Europe,10.63
1026,2025-10,Lyon,Europe,10.49
1027,2025-11,Lyon,Europe,10.31
1028,2025-12,Lyon,Europe,10.62
1029,2026-01,Lyon,Europe,10.51
1030,2026-02,Lyon,Europe,10.65
1031,2026-03,Lyon,Europe,10.63
1032,2025-10,Lyon,Europe,10.49
1033,2025-11,Lyon,Europe,10.31
1034,2025-12,Lyon,Europe,10.62
1035,2026-01,Lyon,Europe,10.51
1036,2026-02,Lyon,Europe,10.65
1037,2026-03,Lyon,Europe,10.63
1038,2025-10,Lyon,Europe,10.49
1039,2025-11,Lyon,Europe,10.31
1040,2025-12,Lyon,Europe,10.62
1041,2026-01,Lyon,Europe,10.51
1042,2026-02,Lyon,Europe,10.65
1043,2026-03,Lyon,Europe,10.63
1044,2025-10,Lyon,Europe,10.49
1045,2025-11,Lyon,Europe,10.31
1046,2025-12,Lyon,Europe,10.62
1047,2026-01,Lyon,Europe,10.51
1048,2026-02,Lyon,Europe,10.65
1049,2026-03,Lyon,Europe,10.63
1050,2025-10,Lyon,Europe,10.49
1051,2025-11,Lyon,Europe,10.31
1052,2025-12,Lyon,Europe,10.62
1053,2026-01,Lyon,Europe,10.51
1054,2026-02,Lyon,Europe,10.65
1055,2026-03,Lyon,Europe,10.63
1056,2025-10,Lyon,Europe,10.49
1057,2025-11,Lyon,Europe,10.31
1058,2025-12,Lyon,Europe,10.62
1059,2026-01,Lyon,Europe,10.51
1060,2026-02,Lyon,Europe,10.65
1061,2026-03,Lyon,Europe,10.63
1062,2025-10,Lyon,Europe,10.49
1063,2025-11,Lyon,Europe,10.31
1064,2025-12,Lyon,Europe,10.62
1065,2026-01,Lyon,Europe,10.51
1066,2026-02,Lyon,Europe,10.65
1067,2026-03,Lyon,Europe,10.63
1068,2025-10,Lyon,Europe,10.49
1069,2025-11,Lyon,Europe,10.31
1070,2025-12,Lyon,Europe,10.62
1071,2026-01,Lyon,Europe,10.51
1072,2026-02,Lyon,Europe,10.65
1073,2026-03,Lyon,Europe,10.63
1074,2025-10,Lyon,Europe,10.49
1075,2025-11,Lyon,Europe,10.31
1076,2025-12,Lyon,Europe,10.62
1077,2026-01,Lyon,Europe,10.51
1078,2026-02,Lyon,Europe,10.65
1079,2026-03,Lyon,Europe,10.63
1080,2025-10,Lyon,Europe,10.49
1081,2025-11,Lyon,Europe,10.31
1082,2025-12,Lyon,Europe,10.62
1083,2026-01,Lyon,Europe,10.51
1084,2026-02,Lyon,Europe,10.65
1085,2026-03,Lyon,Europe,10.63
1086,2025-10,Lyon,Europe,10.49
1087,2025-11,Lyon,Europe,10.31
1088,2025-12,Lyon,Europe,10.62
1089,2026-01,Lyon,Europe,10.51
1090,2026-02,Lyon,Europe,10.65
1091,2026-03,Lyon,Europe,10.63
1092,2025-10,Berlin,Europe,9.84
1093,2025-11,Berlin,Europe,9.78
1094,2025-12,Berlin,Europe,9.95
1095,2026-01,Berlin,Europe,10.03
1096,2026-02,Berlin,Europe,10.16
1097,2026-03,Berlin,Europe,10.17
1098,2025-10,Berlin,Europe,9.84
1099,2025-11,Berlin,Europe,9.78
1100,2025-12,Berlin,Europe,9.95
1101,2026-01,Berlin,Europe,10.03
1102,2026-02,Berlin,Europe,10.16
1103,2026-03,Berlin,Europe,10.17
1104,2025-10,Berlin,Europe,9.84
1105,2025-11,Berlin,Europe,9.78
1106,2025-12,Berlin,Europe,9.95
1107,2026-01,Berlin,Europe,10.03
1108,2026-02,Berlin,Europe,10.16
1109,2026-03,Berlin,Europe,10.17
1110,2025-10,Berlin,Europe,9.84
1111,2025-11,Berlin,Europe,9.78
1112,2025-12,Berlin,Europe,9.95
1113,2026-01,Berlin,Europe,10.03
1114,2026-02,Berlin,Europe,10.16
1115,2026-03,Berlin,Europe,10.17
1116,2025-10,Berlin,Europe,9.84
1117,2025-11,Berlin,Europe,9.78
1118,2025-12,Berlin,Europe,9.95
1119,2026-01,Berlin,Europe,10.03
1120,2026-02,Berlin,Europe,10.16
1121,2026-03,Berlin,Europe,10.17
1122,2025-10,Berlin,Europe,9.84
1123,2025-11,Berlin,Europe,9.78
1124,2025-12,Berlin,Europe,9.95
1125,2026-01,Berlin,Europe,10.03
1126,2026-02,Berlin,Europe,10.16
1127,2026-03,Berlin,Europe,10.17
1128,2025-10,Berlin,Europe,9.84
1129,2025-11,Berlin,Europe,9.78
1130,2025-12,Berlin,Europe,9.95
1131,2026-01,Berlin,Europe,10.03
1132,2026-02,Berlin,Europe,10.16
1133,2026-03,Berlin,Europe,10.17
1134,2025-10,Berlin,Europe,9.84
1135,2025-11,Berlin,Europe,9.78
1136,2025-12,Berlin,Europe,9.95
1137,2026-01,Berlin,Europe,10.03
1138,2026-02,Berlin,Europe,10.16
1139,2026-03,Berlin,Europe,10.17
1140,2025-10,Berlin,Europe,9.84
1141,2025-11,Berlin,Europe,9.78
1142,2025-12,Berlin,Europe,9.95
1143,2026-01,Berlin,Europe,10.03
1144,2026-02,Berlin,Europe,10.16
1145,2026-03,Berlin,Europe,10.17
1146,2025-10,Berlin,Europe,9.84
1147,2025-11,Berlin,Europe,9.78
1148,2025-12,Berlin,Europe,9.95
1149,2026-01,Berlin,Europe,10.03
1150,2026-02,Berlin,Europe,10.16
1151,2026-03,Berlin,Europe,10.17
1152,2025-10,Berlin,Europe,9.84
1153,2025-11,Berlin,Europe,9.78
1154,2025-12,Berlin,Europe,9.95
1155,2026-01,Berlin,Europe,10.03
1156,2026-02,Berlin,Europe,10.16
1157,2026-03,Berlin,Europe,10.17
1158,2025-10,Berlin,Europe,9.84
1159,2025-11,Berlin,Europe,9.78
1160,2025-12,Berlin,Europe,9.95
1161,2026-01,Berlin,Europe,10.03
1162,2026-02,Berlin,Europe,10.16
1163,2026-03,Berlin,Europe,10.17
1164,2025-10,Berlin,Europe,9.84
1165,2025-11,Berlin,Europe,9.78
1166,2025-12,Berlin,Europe,9.95
1167,2026-01,Berlin,Europe,10.03
1168,2026-02,Berlin,Europe,10.16
1169,2026-03,Berlin,Europe,10.17
1170,2025-10,Berlin,Europe,9.84
1171,2025-11,Berlin,Europe,9.78
1172,2025-12,Berlin,Europe,9.95
1173,2026-01,Berlin,Europe,10.03
1174,2026-02,Berlin,Europe,10.16
1175,2026-03,Berlin,Europe,10.17
1176,2025-10,Munich,Europe,10.55
1177,2025-11,Munich,Europe,10.52
